0	0	2.169702	0.000000
1	0	2.166626	0.000000
2	0	2.160532	0.000000
3	0	2.151537	0.000000
4	0	2.139810	0.000000
5	0	2.125573	0.000000
6	0	2.109090	-0.000000
7	0	2.090664	0.000000
8	0	2.070629	-0.000000
9	0	2.049340	0.000000
10	0	2.027167	0.000000
11	0	2.004487	-0.000000
12	0	1.981669	-0.000000
13	0	1.959075	0.000000
14	0	1.937044	-0.000000
15	0	1.915889	0.000000
16	0	1.895892	0.000000
17	0	1.877294	-0.000000
18	0	1.860296	-0.000000
19	0	1.845053	0.000000
20	0	1.831674	0.000000
21	0	1.820223	-0.000000
22	0	1.810716	-0.000000
23	0	1.803127	0.000000
24	0	1.797392	-0.000000
25	0	1.793407	-0.000000
26	0	1.791042	0.000000
27	0	1.790137	0.000000
28	0	1.790516	0.000000
29	0	1.791987	0.000000
30	0	1.794353	0.000000
31	0	1.797412	0.000000
32	0	1.800969	0.000000
33	0	1.804834	0.000000
34	0	1.808834	0.000000
35	0	1.812810	0.000000
36	0	1.816623	0.000000
37	0	1.820156	0.000000
38	0	1.823314	0.000000
39	0	1.826025	0.000000
40	0	1.828241	0.000000
41	0	1.829935	0.000000
42	0	1.831098	0.000000
43	0	1.831743	0.000000
44	0	1.831894	-0.000000
45	0	1.831592	0.000000
46	0	1.830886	0.000000
47	0	1.829831	0.000000
48	0	1.828489	-0.000000
49	0	1.826922	0.000000
50	0	1.825192	-0.000000
51	0	1.823361	0.000000
52	0	1.821483	-0.000000
53	0	1.819611	-0.000000
54	0	1.817791	0.000000
55	0	1.816062	-0.000000
56	0	1.814457	0.000000
57	0	1.813005	-0.000000
58	0	1.811727	-0.000000
59	0	1.810640	0.000000
60	0	1.809757	0.000000
61	0	1.809088	0.000000
62	0	1.808639	0.000000
63	0	1.808413	0.000000
64	0	1.808413	-0.000000
65	0	1.808639	0.000000
66	0	1.809088	-0.000000
67	0	1.809757	0.000000
68	0	1.810640	-0.000000
69	0	1.811727	0.000000
70	0	1.813005	0.000000
71	0	1.814457	-0.000000
72	0	1.816062	-0.000000
73	0	1.817791	0.000000
74	0	1.819611	-0.000000
75	0	1.821483	0.000000
76	0	1.823361	0.000000
77	0	1.825192	0.000000
78	0	1.826922	-0.000000
79	0	1.828489	0.000000
80	0	1.829831	-0.000000
81	0	1.830886	0.000000
82	0	1.831592	-0.000000
83	0	1.831894	0.000000
84	0	1.831743	0.000000
85	0	1.831098	-0.000000
86	0	1.829935	0.000000
87	0	1.828241	-0.000000
88	0	1.826025	0.000000
89	0	1.823314	0.000000
90	0	1.820156	0.000000
91	0	1.816623	0.000000
92	0	1.812810	0.000000
93	0	1.808834	0.000000
94	0	1.804834	0.000000
95	0	1.800969	0.000000
96	0	1.797412	0.000000
97	0	1.794353	0.000000
98	0	1.791987	0.000000
99	0	1.790516	0.000000
100	0	1.790137	0.000000
101	0	1.791042	0.000000
102	0	1.793407	0.000000
103	0	1.797392	0.000000
104	0	1.803127	0.000000
105	0	1.810716	0.000000
106	0	1.820223	0.000000
107	0	1.831674	0.000000
108	0	1.845053	0.000000
109	0	1.860296	0.000000
110	0	1.877294	-0.000000
111	0	1.895892	0.000000
112	0	1.915889	-0.000000
113	0	1.937044	0.000000
114	0	1.959075	-0.000000
