0.49	0.98907646230904	-0.010923537690952
0.493	0.98137361761406	-0.01862638238593
0.496	0.98593625883526	-0.014063741164746
0.499	0.99539469060944	-0.0046053093905519
0.502	0.99982408408895	-0.00017591591103559
0.505	0.98512720054963	-0.014872799450345
0.508	0.93412455334005	-0.065875446659953
0.511	0.83254753663057	-0.16745246336941
0.514	0.68154966490255	-0.31845033509744
0.517	0.50419285563117	-0.49580714436882
0.52	0.33503017734597	-0.66496982265404
0.523	0.19952850072152	-0.8004714992785
0.526	0.10514716311655	-0.89485283688344
0.529	0.046780980933638	-0.95321901906637
0.532	0.015203055744286	-0.98479694425572
0.535	0.0019151434296696	-0.99808485657032
0.538	0.00060177977868209	-0.99939822022132
0.541	0.0070162570740664	-0.99298374292593
0.544	0.01845222784894	-0.98154777215106
0.547	0.033241149889354	-0.96675885011065
0.55	0.05028126321591	-0.94971873678409
0.553	0.069555109448119	-0.93044489055187
0.556	0.090097434558711	-0.90990256544128
0.559	0.11214424035079	-0.88785575964921
0.562	0.13570622743026	-0.86429377256974
0.565	0.16089749660079	-0.83910250339921
0.568	0.1878944869225	-0.8121055130775
0.571	0.21691828235117	-0.78308171764884
0.574	0.24822248892019	-0.75177751107981
0.577	0.2820825971134	-0.7179174028866
0.58	0.31878406141832	-0.68121593858168
0.583	0.3586061838586	-0.6413938161414
0.586	0.40179680589981	-0.59820319410019
0.589	0.44851494705996	-0.55148505294004
0.592	0.49711650565508	-0.50288349434492
0.595	0.55356164377257	-0.44643835622743
0.598	0.61092058822671	-0.38907941177329
